state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,samplesizeadj
U.S.,2016-06-29,2016-07-03,Ipsos,A-,1353.0,lv,43.6,35.0,46.4485,39.1231,1353.0
Ohio,2016-03-02,2016-03-06,CNN/Opinion Research Corp.,A-,884.0,rv,50.0,43.0,48.27945,43.71303,884.0
U.S.,2016-07-05,2016-07-05,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,38.0,40.0,41.45031,44.4248,1000.0
U.S.,2016-08-14,2016-08-16,YouGov,B,1076.0,rv,41.0,35.0,45.01497,41.71733,1076.0
U.S.,2016-07-29,2016-08-04,CVOTER International,C+,1468.0,lv,50.0,43.9,48.30098,42.78959,1468.0
U.S.,2016-08-10,2016-08-16,USC Dornsife/LA Times,,2551.0,lv,44.19,43.21,46.02582,42.79572,2551.0
U.S.,2016-06-28,2016-07-02,Ipsos,A-,1350.0,lv,43.9,34.4,46.73161,38.52671,1350.0
U.S.,2016-08-02,2016-08-08,CVOTER International,C+,993.0,lv,48.5,45.0,46.61705,44.06564,993.0
U.S.,2016-06-24,2016-06-27,Morning Consult,,4001.0,rv,39.0,36.0,44.43457,43.70688,4001.0
U.S.,2016-06-27,2016-07-01,Ipsos,A-,1345.0,lv,43.4,34.2,46.21773,38.33128,1345.0
U.S.,2016-03-17,2016-03-23,McLaughlin & Associates,C-,1002.0,lv,48.0,41.0,45.74133,41.51144,1002.0
U.S.,2016-08-18,2016-08-20,The Times-Picayune/Lucid,,1362.0,lv,42.0,36.0,44.55807,42.57498,1362.0
U.S.,2016-08-09,2016-08-15,USC Dornsife/LA Times,,2539.0,lv,45.52,42.11,47.33421,41.7323,2539.0
U.S.,2016-04-11,2016-04-13,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1021.0,rv,48.0,41.0,48.77663,44.65984,1021.0
Pennsylvania,2016-03-01,2016-03-02,Harper Polling,B-,662.0,lv,45.0,40.0,42.57873,40.72413,662.0
U.S.,2016-08-15,2016-08-17,The Times-Picayune/Lucid,,1690.0,lv,43.0,37.0,45.2696,43.90209,1690.0
U.S.,2016-08-01,2016-08-07,CVOTER International,C+,960.0,lv,49.1,44.3,47.21639,43.35097,960.0
U.S.,2016-08-17,2016-08-19,The Times-Picayune/Lucid,,1357.0,lv,44.0,35.0,46.47005,41.6848,1357.0
U.S.,2016-07-31,2016-08-06,CVOTER International,C+,1036.0,lv,50.4,43.1,48.53662,42.12044,1036.0
U.S.,2016-04-08,2016-04-12,CBS News/New York Times,A-,1098.0,rv,50.0,40.0,49.73274,43.58439,1098.0
U.S.,2016-06-27,2016-06-28,Gravis Marketing,B-,2162.0,rv,50.0,48.0,50.38627,49.37564,2162.0
U.S.,2016-08-22,2016-08-28,SurveyMonkey,C-,24104.0,rv,41.0,37.0,43.3989,42.25061,5000.0
U.S.,2016-08-08,2016-08-14,USC Dornsife/LA Times,,2510.0,lv,45.63,42.03,47.4267,41.67968,2510.0
U.S.,2016-08-14,2016-08-16,The Times-Picayune/Lucid,,1695.0,lv,45.0,35.0,47.18385,41.98909,1695.0
U.S.,2016-08-16,2016-08-18,The Times-Picayune/Lucid,,1359.0,lv,44.0,36.0,46.37175,42.79751,1359.0
U.S.,2016-07-30,2016-08-05,CVOTER International,C+,1038.0,lv,49.8,43.7,47.98666,42.66619,1038.0
U.S.,2016-06-26,2016-06-30,Ipsos,A-,1163.0,lv,44.6,33.0,47.40336,37.13381,1163.0
Virginia,2016-03-23,2016-04-03,Christopher Newport University,B-,1102.0,lv,44.0,35.0,44.04663,37.0409,1102.0
California,2016-06-09,2016-06-10,SurveyMonkey,C-,1264.0,lv,54.0,28.0,55.22292,31.63711,1264.0
U.S.,2016-06-28,2016-06-29,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,39.0,43.0,40.03965,45.14043,1000.0
U.S.,2016-08-06,2016-08-08,The Times-Picayune/Lucid,,3443.0,lv,48.0,34.0,49.99286,41.15829,3443.0
U.S.,2016-08-13,2016-08-15,The Times-Picayune/Lucid,,1702.0,lv,45.0,36.0,47.11826,43.04881,1702.0
U.S.,2016-03-17,2016-03-24,Greenberg Quinlan Rosner (Democracy Corps),B-,900.0,lv,53.0,40.0,49.91133,41.74567,900.0
U.S.,2016-06-30,2016-07-04,Morning Consult,,2001.0,rv,38.0,37.0,43.516,44.68399,2001.0
New York,2016-03-14,2016-03-16,Emerson College,B,768.0,lv,55.0,36.0,53.38388,35.71469,768.0
U.S.,2016-06-25,2016-06-29,Ipsos,A-,1134.0,lv,44.5,33.0,47.29305,37.13445,1134.0
Florida,2016-03-02,2016-03-06,CNN/Opinion Research Corp.,A-,854.0,rv,50.0,43.0,49.09579,44.506,854.0
U.S.,2016-02-11,2016-02-16,Robert Morris University,,1000.0,a,46.9,38.0,46.69629,41.62128,1000.0
U.S.,2016-08-07,2016-08-13,USC Dornsife/LA Times,,2325.0,lv,46.33,41.55,48.11282,41.22195,2325.0
U.S.,2016-06-24,2016-06-28,Ipsos,A-,1150.0,lv,44.7,33.3,47.48173,37.43836,1150.0
U.S.,2016-07-28,2016-08-03,CVOTER International,C+,1009.0,lv,49.6,43.8,48.05591,42.58257,1009.0
U.S.,2016-08-05,2016-08-07,The Times-Picayune/Lucid,,3441.0,lv,48.0,35.0,49.98517,42.16043,3441.0
U.S.,2016-07-26,2016-08-01,CVOTER International,C+,1006.0,lv,48.4,46.3,47.38882,44.6066,1006.0
U.S.,2016-07-09,2016-07-15,CVOTER International,C+,1581.0,lv,44.2,39.7,43.685,38.28814,1581.0
Colorado,2016-02-26,2016-02-29,"Keating Research, Inc.",B,450.0,lv,49.0,39.0,45.69468,40.62815,450.0
Pennsylvania,2016-02-11,2016-02-16,Robert Morris University,,511.0,a,43.4,44.3,43.28155,47.89703,511.0
U.S.,2016-07-08,2016-07-14,CVOTER International,C+,1652.0,lv,43.5,42.1,42.99938,40.7029,1652.0
U.S.,2016-06-23,2016-06-27,Ipsos,A-,1130.0,lv,44.5,32.8,47.28238,36.94547,1130.0
U.S.,2016-06-22,2016-06-26,Ipsos,A-,1152.0,lv,44.3,33.4,47.07245,37.54611,1152.0
U.S.,2016-07-27,2016-08-02,CVOTER International,C+,934.0,lv,49.4,45.5,48.05306,44.10465,934.0
U.S.,2016-08-06,2016-08-12,USC Dornsife/LA Times,,2251.0,lv,45.71,42.24,47.4855,41.92928,2251.0
Michigan,2016-07-05,2016-07-11,Mitchell Research & Communications,D,600.0,lv,40.0,34.0,39.07169,34.5106,600.0
U.S.,2016-06-21,2016-06-25,Ipsos,A-,1186.0,lv,44.2,33.5,46.9646,37.64401,1186.0
U.S.,2016-06-20,2016-06-24,Ipsos,A-,1249.0,lv,45.8,33.0,48.55287,37.14748,1249.0
U.S.,2016-07-25,2016-07-31,CVOTER International,C+,989.0,lv,49.0,46.1,48.34685,44.0835,989.0
U.S.,2016-06-15,2016-06-20,Morning Consult,,3891.0,rv,38.0,38.0,43.35386,45.72435,3891.0
U.S.,2016-07-24,2016-07-30,CVOTER International,C+,1048.0,lv,47.4,47.6,47.10107,45.26275,1048.0
U.S.,2016-06-19,2016-06-23,Ipsos,A-,1239.0,lv,44.8,32.9,47.55227,37.04356,1239.0
U.S.,2016-07-10,2016-07-16,CVOTER International,C+,1264.0,lv,44.4,38.7,43.86801,37.27538,1264.0
U.S.,2016-07-11,2016-07-17,CVOTER International,C+,1188.0,lv,45.2,39.4,44.6498,37.95045,1188.0
U.S.,2016-03-16,2016-03-21,Quinnipiac University,A-,1451.0,rv,46.0,40.0,45.72303,42.33078,1451.0
U.S.,2016-08-12,2016-08-14,The Times-Picayune/Lucid,,1390.0,lv,46.0,33.0,48.09139,40.07876,1390.0
U.S.,2016-08-06,2016-08-09,YouGov,B,1026.0,rv,42.0,36.0,45.83145,42.88062,1026.0
U.S.,2016-08-05,2016-08-11,USC Dornsife/LA Times,,2216.0,lv,44.23,43.09,46.00085,42.80215,2216.0
U.S.,2016-06-18,2016-06-22,Ipsos,A-,1245.0,lv,45.7,34.1,48.44072,38.24431,1245.0
U.S.,2016-03-24,2016-03-26,Public Policy Polling,B+,1083.0,v,48.0,41.0,46.06144,42.78577,1083.0
New Hampshire,2016-02-05,2016-02-07,University of Massachusetts Lowell,B,1411.0,rv,45.0,40.0,44.27324,42.23766,1411.0
U.S.,2016-03-28,2016-04-02,IBD/TIPP,A-,819.0,rv,47.0,35.0,48.27102,38.20692,819.0
Georgia,2016-02-22,2016-02-23,SurveyUSA,A,1261.0,lv,41.0,50.0,37.52132,49.15626,1261.0
U.S.,2016-07-12,2016-07-18,CVOTER International,C+,1012.0,lv,44.7,41.2,44.13571,39.72685,1012.0
U.S.,2016-08-11,2016-08-13,The Times-Picayune/Lucid,,1386.0,lv,44.0,36.0,46.0771,43.09421,1386.0
U.S.,2016-08-04,2016-08-06,The Times-Picayune/Lucid,,2947.0,lv,47.0,35.0,48.96668,42.14945,2947.0
U.S.,2016-03-17,2016-03-20,CNN/Opinion Research Corp.,A-,925.0,rv,53.0,41.0,51.42918,41.96705,925.0
U.S.,2016-06-17,2016-06-21,Ipsos,A-,1223.0,lv,45.2,33.9,47.9211,38.04997,1223.0
U.S.,2016-06-20,2016-06-21,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,44.0,39.0,44.95325,41.13176,1000.0
U.S.,2016-09-01,2016-09-02,Google Consumer Surveys,B,926.0,lv,34.1,31.6,41.93134,40.72628,926.0
U.S.,2016-07-23,2016-07-29,CVOTER International,C+,992.0,lv,47.3,47.8,47.35056,45.19128,992.0
U.S.,2016-08-04,2016-08-10,USC Dornsife/LA Times,,2203.0,lv,44.84,43.33,46.60987,43.05616,2203.0
U.S.,2016-07-14,2016-07-20,CVOTER International,C+,895.0,lv,44.5,45.1,44.03785,43.43544,895.0
U.S.,2016-07-13,2016-07-19,CVOTER International,C+,905.0,lv,44.7,43.0,44.13863,41.49352,905.0
U.S.,2016-07-21,2016-07-27,CVOTER International,C+,1089.0,lv,45.8,48.9,46.37885,45.86483,1089.0
U.S.,2016-07-15,2016-07-21,CVOTER International,C+,895.0,lv,44.0,47.1,43.68975,45.22223,895.0
U.S.,2016-04-19,2016-04-20,Zogby Interactive/JZ Analytics,C-,834.0,lv,47.0,40.0,46.18575,43.95786,834.0
Florida,2016-01-30,2016-02-06,Florida Southern College,,608.0,rv,45.0,38.0,45.58063,42.47492,608.0
U.S.,2016-08-07,2016-08-09,The Times-Picayune/Lucid,,1891.0,lv,49.0,33.0,51.00259,40.15012,1891.0
U.S.,2016-06-16,2016-06-16,Gravis Marketing,B-,2197.0,rv,50.5,47.0,50.72266,48.34771,2197.0
U.S.,2016-08-10,2016-08-12,The Times-Picayune/Lucid,,1395.0,lv,43.0,37.0,45.05539,44.10994,1395.0
U.S.,2016-07-22,2016-07-28,CVOTER International,C+,992.0,lv,46.3,48.5,46.64956,45.64701,992.0
U.S.,2016-06-16,2016-06-20,Ipsos,A-,1186.0,lv,46.1,32.7,48.80101,36.85583,1186.0
U.S.,2016-07-20,2016-07-26,CVOTER International,C+,1023.0,lv,45.0,49.0,45.6657,45.90417,1023.0
U.S.,2016-07-16,2016-07-22,CVOTER International,C+,843.0,lv,43.8,48.2,43.67035,46.07846,843.0
U.S.,2016-08-03,2016-08-09,USC Dornsife/LA Times,,2146.0,lv,44.94,43.49,46.71166,43.22365,2146.0
U.S.,2016-07-19,2016-07-25,CVOTER International,C+,932.0,lv,44.8,49.1,45.2738,46.19995,932.0
U.S.,2016-06-15,2016-06-19,Ipsos,A-,1169.0,lv,44.3,33.0,46.99089,37.15182,1169.0
U.S.,2016-08-09,2016-08-11,The Times-Picayune/Lucid,,1416.0,lv,44.0,37.0,46.03296,44.12477,1416.0
U.S.,2016-06-14,2016-06-18,Ipsos,A-,1206.0,lv,45.9,31.9,48.58012,36.04625,1206.0
U.S.,2016-06-13,2016-06-17,Ipsos,A-,1228.0,lv,43.3,31.6,45.97008,35.73942,1228.0
U.S.,2016-08-02,2016-08-08,USC Dornsife/LA Times,,2136.0,lv,45.13,43.44,46.89447,43.16798,2136.0
U.S.,2016-08-08,2016-08-10,The Times-Picayune/Lucid,,1417.0,lv,47.0,35.0,49.01693,42.13486,1417.0
U.S.,2016-06-12,2016-06-16,Ipsos,A-,1215.0,lv,44.6,29.6,47.25626,33.73544,1215.0
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0
U.S.,2016-08-15,2016-08-21,SurveyMonkey,C-,17459.0,rv,43.0,38.0,45.06456,43.74443,5000.0
U.S.,2016-06-14,2016-06-15,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,44.0,39.0,44.84639,41.10295,1000.0
U.S.,2016-06-11,2016-06-15,Ipsos,A-,1216.0,lv,42.9,30.0,45.54878,34.11816,1216.0
U.S.,2016-07-17,2016-07-23,CVOTER International,C+,701.0,lv,44.1,48.9,44.17959,46.51228,701.0
U.S.,2016-07-18,2016-07-24,CVOTER International,C+,733.0,lv,44.4,49.2,44.67651,46.54606,733.0
U.S.,2016-08-01,2016-08-07,USC Dornsife/LA Times,,2117.0,lv,45.03,43.77,46.79381,43.48332,2117.0
U.S.,2016-06-10,2016-06-14,Ipsos,A-,1231.0,lv,42.8,30.2,45.44088,34.30009,1231.0
U.S.,2016-03-03,2016-03-06,ABC News/Washington Post,A+,864.0,rv,50.0,41.0,47.47866,43.01402,864.0
U.S.,2016-06-09,2016-06-13,Ipsos,A-,1255.0,lv,42.4,28.9,45.02784,32.97919,1255.0
U.S.,2016-07-31,2016-08-06,USC Dornsife/LA Times,,2146.0,lv,44.66,43.96,46.44404,43.64279,2146.0
Illinois,2016-01-09,2016-01-09,Ogden & Fry,,502.0,lv,36.5,27.5,38.91913,29.57342,502.0
U.S.,2016-03-20,2016-03-22,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1016.0,rv,49.0,38.0,49.31906,41.41802,1016.0
U.S.,2016-06-08,2016-06-12,Ipsos,A-,1245.0,lv,43.0,28.8,45.61828,32.86663,1245.0
U.S.,2016-07-30,2016-08-01,YouGov,B,1069.0,rv,41.0,36.0,45.03389,42.62745,1069.0
U.S.,2016-06-07,2016-06-11,Ipsos,A-,1293.0,lv,43.0,30.4,45.61335,34.45631,1293.0
U.S.,2016-07-15,2016-07-17,YouGov,B,1056.0,rv,40.0,37.0,45.05954,43.25735,1056.0
U.S.,2016-07-30,2016-08-05,USC Dornsife/LA Times,,2126.0,lv,44.55,44.25,46.38408,43.87854,2126.0
U.S.,2016-03-13,2016-03-17,Saint Leo University,C+,880.0,lv,47.7,38.4,44.25446,41.96561,880.0
Michigan,2016-02-22,2016-02-27,Marketing Resource Group (MRG),C+,600.0,lv,44.0,39.0,43.61586,40.59819,600.0
U.S.,2016-07-29,2016-08-04,USC Dornsife/LA Times,,2205.0,lv,45.18,44.64,47.1284,44.19194,2205.0
U.S.,2016-03-17,2016-03-20,CBS News/New York Times,A-,1058.0,rv,50.0,40.0,49.31346,43.27775,1058.0
U.S.,2016-03-03,2016-03-06,NBC News/Wall Street Journal,A-,1200.0,rv,51.0,38.0,49.78069,42.02308,1200.0
U.S.,2016-07-28,2016-08-03,USC Dornsife/LA Times,,2175.0,lv,44.83,44.17,46.93333,43.61492,2175.0
U.S.,2016-06-01,2016-06-05,Morning Consult,,4002.0,rv,44.0,40.0,46.80898,45.15341,4002.0
U.S.,2016-07-27,2016-08-02,USC Dornsife/LA Times,,2186.0,lv,43.7,45.26,46.00047,44.527,2186.0
U.S.,2016-07-26,2016-08-01,USC Dornsife/LA Times,,2171.0,lv,43.11,45.32,45.74624,44.28895,2171.0
U.S.,2016-06-01,2016-06-05,Ipsos,A-,1483.0,lv,47.5,33.7,47.65613,35.28489,1483.0
U.S.,2016-05-31,2016-06-04,Ipsos,A-,1502.0,lv,46.7,33.7,46.84405,35.26876,1502.0
U.S.,2016-06-02,2016-06-06,Ipsos,A-,1340.0,lv,46.1,34.0,46.27494,35.59482,1340.0
U.S.,2016-07-25,2016-07-31,USC Dornsife/LA Times,,2211.0,lv,42.13,46.23,45.12427,44.87585,2211.0
U.S.,2016-06-06,2016-06-10,Ipsos,A-,1073.0,lv,44.0,29.9,46.60658,33.94169,1073.0
U.S.,2016-06-06,2016-06-07,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,38.0,37.0,41.13215,41.35214,1000.0
Minnesota,2016-01-18,2016-01-20,"Mason-Dixon Polling & Research, Inc.",B+,800.0,rv,43.0,38.0,40.75075,39.598,800.0
U.S.,2016-05-30,2016-06-03,Ipsos,A-,1471.0,lv,46.5,34.8,46.63066,36.35176,1471.0
North Carolina,2016-02-15,2016-02-19,Elon University,B+,1530.0,lv,47.0,41.0,45.54007,42.96661,1530.0
U.S.,2016-07-23,2016-07-24,YouGov,B,1057.0,rv,40.0,38.0,46.44795,42.45253,1057.0
U.S.,2016-07-24,2016-07-30,USC Dornsife/LA Times,,2220.0,lv,41.91,46.14,45.25848,44.4651,2220.0
U.S.,2016-05-29,2016-06-02,Ipsos,A-,1457.0,lv,46.9,35.2,47.01871,36.73346,1457.0
U.S.,2016-08-03,2016-08-05,The Times-Picayune/Lucid,,1359.0,lv,46.0,34.0,47.95388,41.13147,1359.0
U.S.,2016-07-23,2016-07-29,USC Dornsife/LA Times,,2286.0,lv,41.66,46.58,45.35797,44.63363,2286.0
U.S.,2016-07-09,2016-07-11,YouGov,B,932.0,rv,40.0,37.0,45.11334,43.33781,932.0
U.S.,2016-07-15,2016-07-21,USC Dornsife/LA Times,,2083.0,lv,43.18,43.39,46.51717,42.17458,2083.0
U.S.,2016-07-14,2016-07-20,USC Dornsife/LA Times,,2050.0,lv,43.38,42.79,46.56527,41.78779,2050.0
U.S.,2016-07-17,2016-07-23,USC Dornsife/LA Times,,2143.0,lv,41.68,45.12,45.40701,43.39462,2143.0
New Jersey,2016-02-24,2016-02-28,Fairleigh Dickinson University (PublicMind),A,694.0,rv,52.0,36.0,51.65612,39.83051,694.0
U.S.,2016-05-28,2016-06-01,Ipsos,A-,1389.0,lv,45.9,35.8,46.0058,37.31475,1389.0
U.S.,2016-07-16,2016-07-22,USC Dornsife/LA Times,,2010.0,lv,42.27,44.23,45.78777,42.77081,2010.0
U.S.,2016-07-13,2016-07-19,USC Dornsife/LA Times,,1953.0,lv,42.6,42.8,45.68604,41.95586,1953.0
U.S.,2016-08-02,2016-08-04,The Times-Picayune/Lucid,,1321.0,lv,46.0,34.0,47.95951,41.09969,1321.0
U.S.,2016-07-22,2016-07-28,USC Dornsife/LA Times,,2188.0,lv,40.56,46.69,44.55698,44.49936,2188.0
U.S.,2016-07-18,2016-07-24,USC Dornsife/LA Times,,2094.0,lv,41.32,45.44,45.24393,43.44841,2094.0
U.S.,2016-07-19,2016-07-25,USC Dornsife/LA Times,,2102.0,lv,41.1,46.32,45.22121,44.0823,2102.0
U.S.,2016-08-18,2016-08-19,Google Consumer Surveys,B,900.0,lv,37.4,30.4,44.92439,40.19398,900.0
U.S.,2016-08-01,2016-08-03,The Times-Picayune/Lucid,,1363.0,lv,45.0,35.0,46.99195,42.04871,1363.0
U.S.,2016-08-08,2016-08-14,SurveyMonkey,C-,15179.0,rv,43.0,37.0,44.65343,43.16604,5000.0
U.S.,2016-06-05,2016-06-09,Ipsos,A-,812.0,lv,43.9,29.0,46.49813,33.03089,812.0
U.S.,2016-07-12,2016-07-18,USC Dornsife/LA Times,,1907.0,lv,42.2,43.3,45.28313,42.4892,1907.0
U.S.,2016-07-21,2016-07-27,USC Dornsife/LA Times,,2150.0,lv,40.13,47.42,44.35627,45.04718,2150.0
U.S.,2016-05-31,2016-06-01,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,38.0,37.0,41.07507,41.28339,1000.0
U.S.,2016-05-24,2016-05-30,Morning Consult,,4002.0,rv,42.0,39.0,44.71337,44.03311,4002.0
U.S.,2016-07-20,2016-07-26,USC Dornsife/LA Times,,2112.0,lv,40.41,46.98,44.72312,44.54652,2112.0
U.S.,2016-02-24,2016-02-27,CNN/Opinion Research Corp.,A-,920.0,rv,52.0,44.0,50.46032,44.74095,920.0
Florida,2016-03-13,2016-03-17,Saint Leo University,C+,540.0,lv,51.7,34.2,48.92886,38.41022,540.0
U.S.,2016-07-11,2016-07-17,USC Dornsife/LA Times,,1885.0,lv,42.2,42.9,45.29721,42.1128,1885.0
U.S.,2016-05-27,2016-05-31,Ipsos,A-,1219.0,lv,46.0,34.8,46.09309,36.29812,1219.0
U.S.,2016-07-02,2016-07-04,YouGov,B,1004.0,rv,42.0,37.0,46.9967,43.36712,1004.0
U.S.,2016-03-21,2016-03-24,Zogby Interactive/JZ Analytics,C-,1335.0,lv,53.0,35.0,51.47456,38.76818,1335.0
Virginia,2016-02-18,2016-02-22,Hampton University,B,500.0,lv,48.0,39.0,48.72421,38.74545,500.0
U.S.,2016-05-26,2016-05-30,Ipsos,A-,1199.0,lv,46.1,35.4,46.17604,36.88164,1199.0
U.S.,2016-07-10,2016-07-16,USC Dornsife/LA Times,,1828.0,lv,41.7,42.8,44.81542,42.03773,1828.0
U.S.,2016-02-11,2016-02-15,Suffolk University,B+,1000.0,lv,43.0,45.0,41.12993,45.86193,1000.0
U.S.,2016-05-25,2016-05-29,Ipsos,A-,1205.0,lv,45.8,35.5,45.86052,36.96459,1205.0
U.S.,2016-07-09,2016-07-15,USC Dornsife/LA Times,,1755.0,lv,41.8,42.2,44.93241,41.45049,1755.0
U.S.,2016-05-24,2016-05-28,Ipsos,A-,1190.0,lv,44.4,35.9,44.43873,37.34936,1190.0
U.S.,2016-05-23,2016-05-27,Ipsos,A-,1239.0,lv,43.2,37.3,43.21848,38.7386,1239.0
Iowa,2016-01-08,2016-01-10,Public Policy Polling,B+,1901.0,v,42.0,42.0,40.18817,42.22109,1901.0
U.S.,2016-06-08,2016-06-09,Morning Consult,,1362.0,rv,39.0,33.0,44.26619,40.62483,1362.0
U.S.,2016-05-22,2016-05-26,Ipsos,A-,1236.0,lv,42.1,38.5,42.09553,39.93351,1236.0
U.S.,2016-06-24,2016-06-27,YouGov,B,1069.0,rv,40.0,35.0,44.89688,41.39463,1069.0
U.S.,2016-03-18,2016-03-21,Zogby Interactive/JZ Analytics,C-,1792.0,lv,47.0,40.0,45.44565,43.69295,1792.0
U.S.,2016-07-08,2016-07-14,USC Dornsife/LA Times,,1608.0,lv,40.9,42.1,44.0468,41.36525,1608.0
U.S.,2016-05-23,2016-05-24,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,40.0,39.0,40.52956,40.75476,1000.0
U.S.,2016-05-21,2016-05-25,Ipsos,A-,1181.0,lv,43.8,37.3,43.7777,38.71445,1181.0
U.S.,2016-07-07,2016-07-13,USC Dornsife/LA Times,,1607.0,lv,40.4,43.2,43.55407,42.48183,1607.0
U.S.,2016-05-20,2016-05-24,Ipsos,A-,1232.0,lv,42.3,37.2,42.26061,38.59251,1232.0
New Hampshire,2016-02-04,2016-02-06,University of Massachusetts Lowell,B,1413.0,rv,45.0,39.0,44.28288,41.21109,1413.0
U.S.,2016-06-04,2016-06-08,Ipsos,A-,526.0,lv,41.8,30.8,44.39024,34.81818,526.0
U.S.,2016-05-19,2016-05-23,Ipsos,A-,1254.0,lv,41.8,37.7,41.72217,39.09983,1254.0
U.S.,2016-07-06,2016-07-12,USC Dornsife/LA Times,,1600.0,lv,40.3,43.6,43.44684,42.89577,1600.0
U.S.,2016-05-18,2016-05-22,Ipsos,A-,1225.0,lv,42.6,36.6,42.48125,38.00478,1225.0
U.S.,2016-05-17,2016-05-21,Ipsos,A-,1241.0,lv,42.8,36.8,42.65186,38.19473,1241.0
U.S.,2016-07-05,2016-07-11,USC Dornsife/LA Times,,1520.0,lv,40.2,43.5,43.32745,42.81288,1520.0
U.S.,2016-05-16,2016-05-20,Ipsos,A-,1299.0,lv,41.7,37.9,41.51003,39.30696,1299.0
U.S.,2016-02-10,2016-02-15,Quinnipiac University,A-,1342.0,rv,44.0,43.0,43.89106,44.82991,1342.0
Kansas,2016-02-19,2016-02-26,Fort Hays State University,C-,440.0,a,36.0,46.0,35.36998,48.56335,440.0
U.S.,2016-05-15,2016-05-19,Ipsos,A-,1259.0,lv,42.2,37.3,41.96929,38.71925,1259.0
New Hampshire,2016-02-03,2016-02-05,University of Massachusetts Lowell,B,1417.0,rv,46.0,39.0,45.2924,41.18365,1417.0
U.S.,2016-06-18,2016-06-20,YouGov,B,1011.0,rv,43.0,39.0,47.83625,45.40624,1011.0
U.S.,2016-05-17,2016-05-18,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,37.0,42.0,37.34405,43.72821,1000.0
U.S.,2016-05-14,2016-05-18,Ipsos,A-,1249.0,lv,42.9,37.0,42.63124,38.42083,1249.0
U.S.,2016-05-13,2016-05-17,Ipsos,A-,1279.0,lv,43.3,38.3,42.9893,39.72064,1279.0
U.S.,2016-05-05,2016-05-09,Morning Consult,,6005.0,rv,44.0,38.0,46.02243,42.92979,5000.0
U.S.,2016-05-11,2016-05-15,Morning Consult,,3971.0,rv,42.0,40.0,44.26,44.98041,3971.0
U.S.,2016-07-04,2016-07-10,USC Dornsife/LA Times,,1282.0,lv,40.3,42.7,43.41528,42.02583,1282.0
U.S.,2016-05-12,2016-05-16,Ipsos,A-,1221.0,lv,42.9,38.6,42.54914,40.02052,1221.0
New Hampshire,2016-02-02,2016-02-04,University of Massachusetts Lowell,B,1417.0,rv,44.0,40.0,43.30068,42.15818,1417.0
U.S.,2016-08-01,2016-08-07,SurveyMonkey,C-,11480.0,rv,44.0,38.0,45.56518,44.17432,5000.0
U.S.,2016-02-14,2016-02-16,NBC News/Wall Street Journal,A-,800.0,rv,50.0,40.0,48.93039,43.66455,800.0
U.S.,2016-06-02,2016-06-05,YouGov,B,1636.0,rv,44.0,41.0,46.2901,44.85109,1636.0
Alabama,2016-01-12,2016-01-12,Strategy Research,,2700.0,rv,32.0,68.0,30.92318,67.31449,2700.0
U.S.,2016-05-11,2016-05-15,Ipsos,A-,1185.0,lv,43.9,37.7,43.50716,39.11189,1185.0
U.S.,2016-05-10,2016-05-14,Ipsos,A-,1240.0,lv,43.2,38.8,42.76532,40.20272,1240.0
U.S.,2016-02-15,2016-02-17,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1031.0,rv,47.0,42.0,47.43185,44.91001,1031.0
Arizona,2015-12-04,2015-12-09,Strategies 360,B,504.0,lv,42.0,44.0,40.57619,43.35305,504.0
U.S.,2016-05-09,2016-05-13,Ipsos,A-,1266.0,lv,42.6,39.9,42.12742,41.29073,1266.0
U.S.,2016-05-10,2016-05-10,Gravis Marketing,B-,1574.0,rv,49.5,47.5,48.88142,48.44165,1574.0
U.S.,2016-05-19,2016-05-23,Morning Consult,,2001.0,rv,38.0,35.0,43.04898,42.44231,2001.0
U.S.,2016-05-08,2016-05-12,Ipsos,A-,1243.0,lv,40.5,40.4,39.98479,41.78611,1243.0
U.S.,2016-08-03,2016-08-09,Google Consumer Surveys,B,926.0,lv,36.6,29.6,43.59717,39.93376,926.0
U.S.,2016-05-07,2016-05-11,Ipsos,A-,1286.0,lv,43.3,38.2,42.74415,39.57487,1286.0
U.S.,2016-05-06,2016-05-10,Ipsos,A-,1338.0,lv,41.2,40.1,40.60755,41.46533,1338.0
Georgia,2016-05-05,2016-05-05,Landmark Communications,B,570.0,lv,41.0,42.0,39.26332,42.9445,570.0
U.S.,2016-06-03,2016-06-07,Ipsos,A-,280.0,lv,42.0,33.0,44.58181,37.00569,280.0
U.S.,2016-07-25,2016-07-31,SurveyMonkey,C-,12742.0,rv,43.0,38.0,45.75167,43.06288,5000.0
